Cocorosie	Music Hall of Williamsburg	66 N. 6th St.,	Brooklyn, NY, 11211	Sep 15, 8:00 PM	Cocorosie	http://www.nyc.com/events/cocorosie.1054066/editorial_review.aspx	54.0
Gaelic Storm	Highline Ballroom	431 W 16th St,	New York, NY, 10011	Sep 15, 8:00 PM	Gaelic Storm	http://www.nyc.com/events/gaelic_storm.1044299/editorial_review.aspx	78.0
Jazz at the Lyceum	Brooklyn Lyceum	227 4th Avenue,	Brooklyn, NY, 11215	Sep 15, 8:00 PM	Every Wednesday and Sunday the Lyceum hosts different, talented jazz bands, with styles in the full range of traditional to current to avant garde. Each night features two back-to-back sets.	http://www.nyc.com/events/jazz_at_the_lyceum.1039507/editorial_review.aspx	10.0
Million Dollar Quartet	Nederlander Theater	208 W 41st St,	New York, NY, 10036	Sep 15, 8:00 PM	On December 4, 1956, Elvis Presley, Johnny Cash, Jerry Lee Lewis and Carl Perkins gathered at Sun Records in Memphis for what would be one of the greatest jam sessions ever. Million Dollar Quartet brings that legendary night to life, featuring a score of rock hits that includes "Blue Suede Shoes," "Fever," "That's All Right," "Sixteen Tons," "Great Balls of Fire," "Walk the Line," "Whole Lotta Sha read more...	http://www.nyc.com/events/million_dollar_quartet.1038505/editorial_review.aspx	76.0
Open Mic at Living Room Lounge	Living Room Lounge	245 23rd St,	Brooklyn, NY, 11215	Sep 15, 8:00 PM	The Living Room Lounge invites musicians, poets and comedians to come down to the lounge and show off their material.	http://www.nyc.com/events/open_mic_at_living_room_lounge.1039625/editorial_review.aspx	0
Tell Hell I Ain't Comin'  - The Musical	Sylvia & Danny Kaye Playhouse	695 Park Ave,	New York, NY, 10021	Sep 15, 8:00 PM	Marcia Samuels Productions is proud to present the nationally acclaimed musical, Tell Hell I Ain't Comin' at the Kaye Playhouse at Hunter College in New York City. Opening Night is September 15, 2010. Returning to New York City due to overwhelming popular demand following showcase performances in Brooklyn and Queens, Tell Hell I Ain't Comin' is a thrilling Broadway caliber musical that has enterta read more...	http://www.nyc.com/events/tell160hell160i160aint160comin160160_the160musical.1062991/editorial_review.aspx	0
The Bad Plus	Bowery Ballroom	6 Delancey St,	New York, NY, 10002	Sep 15, 8:00 PM	The Bad Plus	http://www.nyc.com/events/the_bad_plus.1062791/editorial_review.aspx	73.0
The Queen Of Soul - Live Music And Wine Pairing	City Winery	143 Varick St.,	New York, NY, 10013	Sep 15, 8:00 PM	The Queen Of Soul - Live Music And Wine Pairing	http://www.nyc.com/events/the_queen_of_soul__live_music_and_wine_pairing.1066564/editorial_review.aspx	36.0
The World Premiere of Talk Like Singing: A Japanese Musical Starring Shingo Katori	The Jack H. Skirball Center	566 Laguardia Pl.,	New York, NY, 10012	Sep 15, 8:00 PM	Talk Like Singing, a groundbreaking production and the first-ever original Japanese musical to have its premiere in the U.S., will have its world premiere in New York City on November 13, 2009 at 8:00 P.M. at New York Universityâs Skirball Center. The show will run through November 22.  The talented Koki Mitani has written and directs this comedic new material spoken in both Japanese and English.  read more...	http://www.nyc.com/events/the_world_premiere_of_talk_like_singing_a_japanese_musical_starring_shingo_katori.1045275/editorial_review.aspx	0
Roots & Ruckus	Jalopy Theatre & School Of Music	315 Columbia St,	Brooklyn, NY, 11231	Sep 15, 9:00 PM	Jalopy Theater Presents, "Roots n Ruckus," a night of folk, old-time and blues music every Wednesday starting Jan. 9th, 2008. You will see and hear people playing banjos, guitars, washboards, tub-basses kazoos and harmonicas. This is the gig to go to for real deal folk music in New York City. Hosted by Feral Foster and featuring a stellar group of musicians. Come and be a regular! The gig happens  read more...	http://www.nyc.com/events/roots__ruckus.1039560/editorial_review.aspx	0
Cake	Central Park SummerStage (Rumsey Playfield)	5th Avenue and 72nd Street	Central Park's Rumsey Playfield,	Sep 16, 7:00 PM	Qualifying Cake's music is at once easy and tedious: the band's rhythmic, brass-rich sound, counterpointed by John McCrea's casual speak-singing.	http://www.nyc.com/events/cake.1055896/editorial_review.aspx	44.0
Unwined at Symphony Space, Free Music Thursday	Symphony Space	2537 Broadway,	New York, NY, 10025	Sep 16, 7:00 PM	Enjoy the weekly live music at no cover charge at Unwined Wine Bar & Lounge	http://www.nyc.com/events/unwined_at_symphony_space_free_music_thursday.1039661/editorial_review.aspx	0
Aziz Ansari	The Town Hall	123 West 43rd Street,	New York, NY, 10036	Sep 16, 8:00 PM	Aziz Ansari is a New York City-based comedian who, in addition to Human Giant, is a regular on Parks and Recreation and has appeared on Flight of the Conchords and sometimes performs with The Comedians of Comedy and at the Upright Citizens Brigade theater. In 2008, he filmed the movie The Rocker with Rainn Wilson. Rolling Stone anointed him with the "Hot Standup" title on their 2005 "Hot List" and read more...	http://www.nyc.com/events/aziz_ansari.1053840/editorial_review.aspx	89.0
Martha Reeves And The Vandellas	B.B. King Blues Club & Grill	243 W 42nd St,	New York, NY, 10036	Sep 16, 8:00 PM	Soul sensation Martha Reeves moved to Detroit before she was a year old and grew up in the compelling musical climate of "Motor City USA". Along with her powerful backup group, the Vandellas, Martha Reeves created some of the most infectious and memorable dance records of the 1960s.    In various combinations, Martha and the Vandellas spent their early years at Motown backing up lead singers like  read more...	http://www.nyc.com/events/martha_reeves_and_the_vandellas.1051922/editorial_review.aspx	93.0
Vampire Weekend	Radio City Music Hall	1260 Avenue Of The Americas,	New York, NY, 10020	Sep 16, 8:00 PM	Vampire Weekend have graced magazine covers, played numerous sold-out shows across the world, performed on Saturday Night Live, The Late Show With David Letterman, Jimmy Kimmel Live!, and Late Night With Conan O'Brien.	http://www.nyc.com/events/vampire_weekend.1046288/editorial_review.aspx	4.0
Performing Arts Marathon 2010	IATI Theater	64 East 4th Street,	New York, NY, 10003	Sep 16, 12:00 AM	A 3-WEEK MULTI-CULTURAL FESTIVAL / OVER 150 ARTISTS  14 NATIONAL & INTERNATIONAL PRODUCTIONS IN DANCE, MUSIC AND THEATER    IATI Theater presents its 3rd Summer Festival, created to honor diversity and creativity in all performing art disciplines, as it gives talented new artists a chance to showcase their crafts.  Through this festival, IATI opens its doors to small companies and independent arti read more...	http://www.nyc.com/events/performing_arts_marathon_2010.1058275/editorial_review.aspx	15.0
Music Manuscripts & Printed Music - Morgan Library & Museum	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 16, 10:30 AM	The Morgan Library & Museum houses one of the finest collections of music manuscripts in the country. In addition to a large collection of musicians' letters and first editions of scores and librettos, it has the world's largest collection of Mahler manuscripts and substantial holdings of Brahms, Chopin, Debussy, Mozart, Schubert, and Richard Strauss. The collection spans six centuries and many co read more...	http://www.nyc.com/events/music_manuscripts__printed_music__morgan_library__museum.1039099/editorial_review.aspx	0
Patti Smith	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 16, 10:30 AM	Hall of Famer Patti Smith continues to tour well into her storied and acclaimed career of music, writing, art and touring with her band.	http://www.nyc.com/events/patti_smith.1041999/editorial_review.aspx	128.0
Private Dance Lesson SALE: $45 Individual OR $55 Couple; Expires 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 16, 12:00 PM	Lock-In on the Special Limited Time Offer of the SALE Price on the Private Dance Lessons. Pre-paid programs allow us to reserve time for you on our calendar. You have until Friday, December 31, 2010 to use the private lesson hours. These lessons may be used in whatever manner fits your schedule. Book early for best selection of dates & times.     Experienced Professional Dance Instructor with 12 Y read more...	http://www.nyc.com/events/private_dance_lesson_sale_45_individual_or_55_couple_expires_930.1067059/editorial_review.aspx	45.0
Wedding Dance Lesson Or First Dance Choreography for $55-$65; SALE Ends 9/30	ROY ARIAS DANCE STUDIOS	218 WEST 37th STREET ,	NEW YORK, N.Y., 10018	Sep 16, 12:00 PM	If you have planned all the details for the perfect wedding, it is time to think about making your first dance together just as perfect. You'd better not leave it to chance! Our Dance Studio works exclusively with brides and grooms, their families and friends and we create hundreds of uniquely choreographed wedding dances each year. Wedding packages consist of a series of private lessons which are read more...	http://www.nyc.com/events/wedding_dance_lesson_or_first_dance_choreography_for_5565_sale_ends_930.1067058/editorial_review.aspx	55.0
Sean "Diddy" Combs & Friends July 4th 13 Hour Celebrity Pool Party Bash in Atlantic City, NJ				Sep 16, 3:00 PM	Sean "Diddy" Combs 13 Hour Pool Party Bash 4th of July Celebration  Start Time:   Sunday, July 4, 2010 at 3:00pm  End Time:   Monday, July 5, 2010 at 4:00am  Location:   The Pool at Harrah's in Atlantic City, NJ  Street:   777 Harrah's Boulevard  City/Town:   Atlantic City, NJ  View Map  Description     CALL ME FOR TICKETS 702-503-2172  ****TICKETS IN HAND FOR SALE $50 NOW BEFORE PRICES RISE****** read more...	http://www.nyc.com/events/sean_quotdiddyquot_combs_amp_friends_july_4th_13_hour_celebrity_pool_party_bash_in_atlantic_city_nj.1060633/editorial_review.aspx	0
Visual Arts and Jazzfest 2010--Jazz Moods and Melodies				Sep 16, 3:00 PM	A two and a half month long exhibition dedicated to jazz music, presented in over five venues in Manhattan and Brooklyn (Dorsey's Art Gallery, Blue Gem/Dr. English Building (The Paul Robeson Annex), Citibank Financial Center @ 144th St, Con Edison Lobby Gallery, & the Harlem Branch Library), including gallery talks, music/live art performances, panel discussions, an art/mural workshop at the Harle read more...	http://www.nyc.com/events/visual_arts_and_jazzfest_2010jazz_moods_and_melodies.1065268/editorial_review.aspx	0
After Work Lifestyle Thursday's	Empire Hotel Rooftop Bar & Lounge- Vegas Lifestyle			Sep 16, 6:00 PM	Lifestyle Thursday's @ Empire Hotel Rooftop Lounge & Club- Vegas Lifestyle  Start Time:   Thursday, June 17, 2010 at 6:00pm  End Time:   Friday, June 18, 2010 at 4:00am  Location:   Empire Hotel Rooftop Lounge & Nightclub  Street:   44 West 63rd Street  City/Town:   New York, NY  View Map  Description     Vegas Lifestyle presents:    Lifestyle Thursday's @    Empire Hotel Rooftop Lounge & Nightclu read more...	http://www.nyc.com/events/after_work_lifestyle_thursdays__empire_hotel_rooftop_bar_amp_lounge_vegas_lifestyle.1060630/editorial_review.aspx	0
Bleeding Through	Blender Theatre At Gramercy	127 East 23rd Street,	New York, New York, 10010	Sep 16, 6:00 PM	Bleeding Through	http://www.nyc.com/events/bleeding_through.1062805/editorial_review.aspx	255.0
Jewish New Years Party hosted by Davidshapiro.net, Hurrydate & J-Date	Hudson Terrace	621 West 46th Street ,	New York, ny, 10036	Sep 16, 6:00 PM	Jewish New Year's Party  Hudson Terrace  Thursday, September 16th  621 West 46th Street (btw 11th & 12th)  6 PM to 10 PM     Over 400 guests in their 20s and 30s will be attending   this mega-event, which will bring together our social network, DavidShapiro.net as   well as members of HurryDateÂ® and JDateÂ®.    Tickets are $20 at the door, but we have a limited number of  $15 advance tickets availa read more...	http://www.nyc.com/events/jewish_new_years_party_hosted_by_davidshapironet_hurrydate_amp_jdate.1066168/editorial_review.aspx	15.0
The Edge and Town Square Present 'SummerStarz 2010', Music and Film Outdoor Summer Series	East River State Park	Park entrance at Kent Avenue and North 8th Street,	Brooklyn, NY, 11211	Sep 16, 6:00 PM	For the sixth consecutive year, Town Square is presenting free summer entertainment for children and families.  Starting July 8th, Town Square, along with Williamsburgâs hottest condominium development, The Edge, and the New York State Office of Parks, Recreation and Historic Preservation will host SummerStarz, an outdoor film and music series at exciting East River State Park on the Brooklyn wate read more...	http://www.nyc.com/events/the_edge_and_town_square_present_summerstarz_2010_music_and_film_outdoor_summer_series.1061249/editorial_review.aspx	0.0
Trevor Hall	The Mercury Lounge	217 E Houston St,	New York, NY, 10002	Sep 16, 6:30 PM	Trevor Hall	http://www.nyc.com/events/trevor_hall.1048602/editorial_review.aspx	29.0
Trey Songz & Monica	Beacon Theatre	2124 Broadway,	New York, NY, 10023	Sep 16, 7:30 PM	Trey Songz & Monica	http://www.nyc.com/events/trey_songz__monica.1062872/editorial_review.aspx	111.0
Jukebox The Ghost	Music Hall of Williamsburg	66 N. 6th St.,	Brooklyn, NY, 11211	Sep 16, 8:00 PM	Jukebox The Ghost	http://www.nyc.com/events/jukebox_the_ghost.1063361/editorial_review.aspx	33.0
Million Dollar Quartet	Nederlander Theater	208 W 41st St,	New York, NY, 10036	Sep 16, 8:00 PM	On December 4, 1956, Elvis Presley, Johnny Cash, Jerry Lee Lewis and Carl Perkins gathered at Sun Records in Memphis for what would be one of the greatest jam sessions ever. Million Dollar Quartet brings that legendary night to life, featuring a score of rock hits that includes "Blue Suede Shoes," "Fever," "That's All Right," "Sixteen Tons," "Great Balls of Fire," "Walk the Line," "Whole Lotta Sha read more...	http://www.nyc.com/events/million_dollar_quartet.1038505/editorial_review.aspx	76.0
New York Chamber Music Festival	Symphony Space	2537 Broadway,	New York, NY, 10025	Sep 16, 8:00 PM	New York Chamber Music Festival	http://www.nyc.com/events/new_york_chamber_music_festival.1063253/editorial_review.aspx	56.0
Tell Hell I Ain't Comin'  - The Musical	Sylvia & Danny Kaye Playhouse	695 Park Ave,	New York, NY, 10021	Sep 16, 8:00 PM	Marcia Samuels Productions is proud to present the nationally acclaimed musical, Tell Hell I Ain't Comin' at the Kaye Playhouse at Hunter College in New York City. Opening Night is September 15, 2010. Returning to New York City due to overwhelming popular demand following showcase performances in Brooklyn and Queens, Tell Hell I Ain't Comin' is a thrilling Broadway caliber musical that has enterta read more...	http://www.nyc.com/events/tell160hell160i160aint160comin160160_the160musical.1062991/editorial_review.aspx	0
The World Premiere of Talk Like Singing: A Japanese Musical Starring Shingo Katori	The Jack H. Skirball Center	566 Laguardia Pl.,	New York, NY, 10012	Sep 16, 8:00 PM	Talk Like Singing, a groundbreaking production and the first-ever original Japanese musical to have its premiere in the U.S., will have its world premiere in New York City on November 13, 2009 at 8:00 P.M. at New York Universityâs Skirball Center. The show will run through November 22.  The talented Koki Mitani has written and directs this comedic new material spoken in both Japanese and English.  read more...	http://www.nyc.com/events/the_world_premiere_of_talk_like_singing_a_japanese_musical_starring_shingo_katori.1045275/editorial_review.aspx	0
The Young Dubliners	Highline Ballroom	431 W 16th St,	New York, NY, 10011	Sep 16, 8:00 PM	The Young Dubliners	http://www.nyc.com/events/the_young_dubliners.1051923/editorial_review.aspx	59.0
Those Darlins	Bowery Ballroom	6 Delancey St,	New York, NY, 10002	Sep 16, 8:00 PM	Those Darlins	http://www.nyc.com/events/those_darlins.1048629/editorial_review.aspx	73.0
Open Mic at Sugar Bar	Sugar Bar	254 W 72nd St,	New York, NY, 10023	Sep 16, 9:00 PM	The Sugar Bar supports performers with our House Band. We do not permit CDs of any type. Artists can perform acapella or with the band, original songs, or cover tunes. If you play an instrument please bring your own (except drums & keyboard). There is a $10 cover charge and each artist must sign up at the Sugar Bar at 9:00 pm the evening of the event.    Ashford & Simpsonâs Sugar Bar has hosted th read more...	http://www.nyc.com/events/open_mic_at_sugar_bar.1039629/editorial_review.aspx	0
Thursday Night Latin Jazz	Nuyorican Poets Cafe	236 E 3rd St,	New York, NY, 10009	Sep 16, 9:00 PM	Since the inception of the Nuyorican Poets Cafe, music has been an integral part of their programming, particularly music rooted in the Afro-Cuban, Latin jazz and straight-ahead jazz traditions as well as Hip Hop. Enjoy their weekly rotating jazz groups on Thursday nights!	http://www.nyc.com/events/thursday_night_latin_jazz.1039505/editorial_review.aspx	7.0
The live music and film multimedia experience, X: The Human Condition 9/16	The Tank	354 West 45th Street ,	New York,, NY, 10036	Sep 16, 9:30 PM	The innovative music group, X: THC has confirmed an exclusive live performance of the live music and film multimedia experience, X: The Human Condition at The Tank Theater, NYC on Thursday, September 16 at 9:30 pm.    With the music industry searching for inspiration, X: THC has taken it upon themselves to blaze a new trail. The band's hauntingly mysterious live performance is accompanied by X: TH read more...	http://www.nyc.com/events/the_live_music_and_film_multimedia_experience_x_the_human_condition_916.1064763/editorial_review.aspx	10.0
"KLASS" Thursdays at KATRA with FREE Admission and Drinks on Cris A.C. List	Katra Bar & Lounge	217 Bowery,	New York, NY, 10002	Sep 16, 10:00 PM	"KLASS" Thursdays  KATRA. 217 Bowery @ Rivington St , NYC 10pm  2 for 1 drinks til 12, bottles specials and discounts! On two cool and sexy floors, DJs Guests plays hip-hop, house music, reggae, rock, old school, latin music, reggaeton and more. It's FREE admission on the Cris A.C. guest list (Ladies FREE til 2 am & Gents FREE til 12, reduced admission after). Call me direct @ 917.653.0768 for Tab read more...	http://www.nyc.com/events/quotklassquot_thursdays_at_katra_with_free_admission_and_drinks_on_cris_ac_list.1045456/editorial_review.aspx	0.0
Obsidian Thursdays	Haven	244 E 51ST ST bet 2nd & 3rd AVES,	NEW YORK, NY, 10022	Sep 16, 10:00 PM	Aqua Booty Returns to Haven  Properly Stirred and Obsidian Thursdays Present  Eric Kupper - Jeannie Hopper â Greg Cuoco    New York City, USA, July 3rd, 2010. New York Cityâs premier mid-week club night is back once again in conjunction with Aqua-Booty. After the success of the first Obsidian Thursdays - Aqua Booty venture, the second collaboration will commence on Thursday, 15th July, 2010.  Prop read more...	http://www.nyc.com/events/obsidian_thursdays.1061630/editorial_review.aspx	0
Free Music Fridays	American Folk Art Museum	45 West 53rd Street,	New York, NY, 10019	Sep 17, 5:30 PM	Each Friday, from 5:30 to 7:30 pm, the museum trustees and staff invite the public to explore the galleries free of charge, have a refreshment in the cafe, and enjoy live music in the stunning atrium.	http://www.nyc.com/events/free_music_fridays.1044330/editorial_review.aspx	0
Ween	Central Park SummerStage (Rumsey Playfield)	5th Avenue and 72nd Street	Central Park's Rumsey Playfield,	Sep 17, 6:30 PM	Pennsylvania's weirdest export, Dean and Gene Ween, continue the epic saga that is their long touring history with what should prove to be an unforgettable concert in Central Park.	http://www.nyc.com/events/ween.1055760/editorial_review.aspx	59.0
Trey Songz	Beacon Theatre	2124 Broadway,	New York, NY, 10023	Sep 17, 8:00 PM	Since making his recording debut in 2005, Trey Songz has patiently and artfully crafted some of the most acclaimed and compelling R&B music of the decade. His first two Songbook Entertainment/Atlantic albums, "I GOTTA MAKE IT" (2005) and "TREY DAY" (2007), yielded a trio of top ten singles, "Girl Tonight," "Last Time," and "Can't Help But Wait." And when the latter song garnered Trey a coveted Gra read more...	http://www.nyc.com/events/trey_songz.1050940/editorial_review.aspx	66.0
Vampire Weekend	Radio City Music Hall	1260 Avenue Of The Americas,	New York, NY, 10020	Sep 17, 8:00 PM	Vampire Weekend have graced magazine covers, played numerous sold-out shows across the world, performed on Saturday Night Live, The Late Show With David Letterman, Jimmy Kimmel Live!, and Late Night With Conan O'Brien.	http://www.nyc.com/events/vampire_weekend.1046288/editorial_review.aspx	4.0
Performing Arts Marathon 2010	IATI Theater	64 East 4th Street,	New York, NY, 10003	Sep 17, 12:00 AM	A 3-WEEK MULTI-CULTURAL FESTIVAL / OVER 150 ARTISTS  14 NATIONAL & INTERNATIONAL PRODUCTIONS IN DANCE, MUSIC AND THEATER    IATI Theater presents its 3rd Summer Festival, created to honor diversity and creativity in all performing art disciplines, as it gives talented new artists a chance to showcase their crafts.  Through this festival, IATI opens its doors to small companies and independent arti read more...	http://www.nyc.com/events/performing_arts_marathon_2010.1058275/editorial_review.aspx	15.0
Side FX Show!	The Bitter End	147 Bleecker Street ,	New york city, New york, 10012	Sep 17, 1:00 AM	An alternative pop band from Washington DC making a point on the stage and performing and helping to give back to causes.  Come support Side FX!	http://www.nyc.com/events/side_fx_show.1066386/editorial_review.aspx	0
Music Manuscripts & Printed Music - Morgan Library & Museum	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 17, 10:30 AM	The Morgan Library & Museum houses one of the finest collections of music manuscripts in the country. In addition to a large collection of musicians' letters and first editions of scores and librettos, it has the world's largest collection of Mahler manuscripts and substantial holdings of Brahms, Chopin, Debussy, Mozart, Schubert, and Richard Strauss. The collection spans six centuries and many co read more...	http://www.nyc.com/events/music_manuscripts__printed_music__morgan_library__museum.1039099/editorial_review.aspx	0
Patti Smith	Morgan Library and Museum	225 Madison Avenue,	New York, NY, 10016	Sep 17, 10:30 AM	Hall of Famer Patti Smith continues to tour well into her storied and acclaimed career of music, writing, art and touring with her band.	http://www.nyc.com/events/patti_smith.1041999/editorial_review.aspx	128.0
